X,Y,OBJECTID,FILE_NUM,FILE_TYPE,ADDRESS,FILE_YEAR,DESCRIPTION,APPLICATION_ID
599013.9036,4789361.3535,16977,SPA-19-102,Site Plan,1940 BRAMPTON ST,2019,To construct a 200.0 square metre addition to the existing industrial building.,
598774.589,4792540.0411,16978,DAB-19-103,Site Plan,7 WOODLAND AVE,2019,To construct a new single detached dwelling with a total gross floor area of 378.28 square metres.,
595103.9524,4788799.0309,16979,DA-19-107,Site Plan,276 DUNSMURE RD,2019,"To construct 60, three-storey stacked townhouses with 64 parking spaces. The townhouses will be intended for rental housing purposes. The proposal is to be considered Phase 1, of a 2 Phase development.",
595939.0003,4789452.7059,16980,SPA-19-108,Site Plan,1042 BARTON ST E,2019,To construct a 52.49 m2 enclosed covered patio restaurant addition with a total capacity of 39 seats to the existing restaurant.,
593421.3136,4782831.7072,16981,MDA-19-111,Site Plan,947 RYMAL RD E,2019,To construct an outdoor patio,
599025.8915,4791825.9825,16982,DAB-19-116,Site Plan,358 BEACH BLVD,2019,To construct a two-storey single detached dwelling with a total gross floor area of 207 m2.,
580305.6814,4783202.2703,16983,UHOPA-19-14,Official Plan Amendment,527 SHAVER RD and 629 GARNER RD W,2019,"To establish a Site Specific Policy area, having a density of 65 units per hectare in the existing Medium Density Residential 2a land use designation in the Shaver Neighbourhood Secondary Plan, which will permit 24 townhouse dwelling units. ",
592041.6296,4790573.3888,16984,FC-20-020,Formal Consultation,11 ROBERT ST,2020,To redevelop the subject lands with a six storey mixed use building comprised of approximately 274.0 square metres of ground floor commercial and 28 residential units on the upper floors. No on-site parking is proposed,
582511.9602,4777459.9141,16985,FC-18-119,Formal Consultation,435 CARLUKE RD W,2018,To change the use of the subject lands in order to permit a single detached dwelling in order to divest of the property.,
580972.8882,4791091.9309,16986,FC-18-122,Formal Consultation,65 OAK AVE,2018,To change the zoning of the front portion of 65 Oak Ave from R2-19 to S1,
580131.6266,4811478.2344,16987,FC-18-127,Formal Consultation,2095 MILBUROUGH LINE,2018,To construtt a 65m tall lattice style Telecom Tower,
598180.1097,4776605.0397,16988,FC-18-132,Formal Consultation,2545 GUYATT RD,2018,"To construct 3 new buildings in order to establissh a residential care facility for up to 120 residents, a place of worship with accessory conference hall, cemetery and parking lot.",
596835.4719,4775116.3696,16989,UHOPA-19-010,Official Plan Amendment,3140-3150 BINBROOK RD,2019,To change the designation of the property from Low Density 2h to Low Density 2d in order to permit approximately 36 townhouse dwellings on a condominium road and two single detached dwellings on a municipal road.,
599031.2868,4774350.0891,16990,RHOPA-20-014,Official Plan Amendment,2069 BINBROOK RD,2020,To permit two single detached dwellings on a severed parcel and allow the severance of an existing farm help house that was permitted in the former Township of Glanbrook Official Plan and Zoning By-law in accordance with LPAT decision No. PL180696.,
599026.2098,4774334.0481,16991,ZAA-20-022,Zoning Amendment,2069 BINBROOK RD,2020,To prohibit development of a single detached dwelling and/or residential care facility on the retained farm parcel and to permit two dwellings on the severed parcel.  ,
580805.065,4802159.2921,16992,FC-21-005,Formal Consultation,629 SAFARI RD,2021,"To construct a new single-family dwelling on the subject lands and a new greenhouse on the property [approx. 108,492 m2 in total for the 2 greenhouses]. Existing dwelling used as a farm labour residence to be maintained for the agricultural use.  ",
587270.0855,4790568.9358,16993,SPA-21-001,Site Plan,470 COOTES DR,2021,To construct a new six-storey parking structure containing 567 parking spaces.,
595148.336,4774919.2924,16994,ZAC-21-001,Zoning Amendment,3169 FLETCHER RD,2021,"To change the zoning from the Restricted Agricultural ""A2"" Zone to the Residential Multiple ""RM3-XX"" Zone, Modified in order to permit the development of 58 residential units including 22 block townhouse units and 36 back to back units.",
595143.5614,4774902.765,16995,UHOPA-21-001,Official Plan Amendment,3169 FLETCHER RD,2021,To redesignate from the Low Density Residential 2h to the Low Density Residential 3c to permit the development of 22 block townhouse units and 36 back to back townhouse units,
595154.2124,4774935.4525,16996,25T-202101,Subdivision,3169 FLETCHER RD,2021,Consists of 2 blocks. Block 1 contains the entirety of the development including 58 residential units and the private road network. Block 2 consists of a 3.05 m road widening along Fletcher Road. Widening to be conveyed via subdivision registration.,
602741.961,4785888.8435,16997,ZAC-21-006,Zoning Amendment,131 GREEN RD,2021,"To establish a site specific Single Residential ""R1"" Zone, to permit a second dwelling unit within an accessory building for an existing single detached dwelling",
585416.3641,4783892.1378,16998,25T-202105,Subdivision,700 GARNER RD E,2021,"To develop an instituional draft plan of subdivision with 3 future development blocks, 1 SWM pond block and two streets",
599068.0186,4791801.9495,16999,CI-19-H,City Initiative,328-344 BEACH BLVD,2019,"Change in Zoning from Neighbourhood Commercial (C2, 499) to Residential Character Commercial (C1, 499) Zone",
605035.8702,4786782.6598,17000,DA-21-065,Site Plan,548 ARVIN AVE,2021,"To construct a one storey, 2,582.22 square metre building for industrial uses. A total of 37 parking spaces and one loading space are proposed in support of the development.",
590910.008,4790026.3313,17001,DA-21-067,Site Plan,235 MAIN STREET W,2021,"To construct a 23 storey mixed use building with 288 dwelling units, 245.12 sqm of retail space and 115 parking spaces",
585545.0215,4786462.4132,17002,DA-21-068,Site Plan,"35 LONDONDERRY DR
",2021,"To develop 24 dwelling units comprised of four three-storey townhouse blocks, with a total of 56 parking spaces (two per unit plus eight visitor parking spaces) and two accesses to Londonderry Drive",
608669.4422,4783273.7764,17003,FC-21-081,Formal Consultation,1174 RIDGE ROAD,2021,"To sever 5 parcels, for residential purposes, fronting onto Ridge Road East",
590704.4664,4799548.9353,17004,FC-21-082,Formal Consultation,457 DUNDAS ST E,2021,"To construct a four unit, 558 sq. m commercial/retail building. There will be one drive-thru restaurant and 34 parking spaces",
583164.5074,4786421.6877,17005,PSR-21-069,Preliminary Site Plan Review,15 CHURCH ST,2021,To develop 6 street townhomes with a height of 2.5 storeys and 2 parking spaces per unit. ,
594902.0308,4788554.3872,17006,HM/B-20:97,Land Division,227 MAPLEWOOD AVE,2020,"To permit the conveyance of a parcel of land known as 229 Maplewood Ave and to retain a parcel of land known as 227 Maplewood Ave, each containig an existing dwellling",
590717.3395,4773701.2829,17007,RHOPA-21-015,Official Plan Amendment,5020 TYNESIDE RD,2021,"To permit severance of a surplus farm dwelling where the created and retained lots do not front onto a public road. Additionally, RHOP is amended to permit a surplus farm dwelling lot that exceeds the 122 m depth requirement",
586630.1022,4786815.7827,17008,FC-21-126,Formal Consultation,1225 OLD GOLF LINKS RD,2021,"To construct a four-storey storage facility with a total GFA of 8,179.52 square metres and 20 parking spaces.",
585073.7775,4790666.5633,17009,ZAH-21-037,Zoning Amendment,71 MAIN ST and 10 BALDWIN ST,2021,Holding removal,
589055.9841,4789679.0847,17010,SPA-19-159E,Site Plan,270 LONGWOOD RD S,2021,"File Extention - Site Plan Amendment to capture extended loading dock on the west side of the building to accommodate two delivery vehicles, and the replacement/upgrade of exterior cladding.",
587610.58,4784771.8145,17011,FC-21-130,Formal Consultation,1133 UPPER PARADISE RD,2021,Homewoner to operate an acupuncture clinic in the front corner room of the building in keeping with the provisions of a Home Occupation,
592302.4896,4790188.7644,17012,FC-21-131,Formal Consultation,121 MARY ST and 135 MARY ST,2021,10-storey mixed use building with social services on 1st and 2nd floor and 155 multiple dwelling units.,
587280.1704,4795738.5356,17013,DA-21-134,Site Plan,43 HWY 5 W,2021,"To develop an industrial warehouse building with a total GFA of 7,857 m2 including offices, on Lot 1 (2.4 ha in size). Includes 32 parking spaces, and staging/unloading trailer space. Access to the site via driveway from Solar Dr and Street ‘A’",
592127.5194,4790094.6006,17014,DA-21-137,Site Plan,80 JOHN ST N,2021,Development of two 30-storey mixed use towers with 700 units and 350 parking spaces,
602908.0235,4779719.7392,17015,FC-21-030,Formal Consultation,460 REGIONAL RD 20,2021,"Reconstruction of the gas bar with tire repair shop, two car garage and two car paint shop with accessory offfice",
590798.6083,4798705.0731,17016,PLC-21-001,Part Lot Control,16 MOUNTAIN HTS PL,2021,To remove Part Lot Control to faciltate the development of 98 semi-detached dwelling as well as 8 maintenance easements,
602572.3723,4788236.8915,17017,MDA-21-101,Site Plan,144 SOUTH SERVICE RD,2021,To construct a 40 metre telecommunications tower as well as three equipment sheds,
601928.6656,4786510.2316,17018,FC-19-123,Formal Consultation,141 HIGHWAY NO. 8,2019,"To develop on unused portion of the land with a 2 storey, building (1,145 sqm on ground floor, 820 sqm on 2nd floor), and 71 parking spaces. The intended use of the building is storage and office space.",
588212.5534,4778728.0747,17019,FC-19-091,Formal Consultation,3200-3210 HOMESTEAD DR,2019,"To construct a two storey commercial building comprised of office, retail and restaurant uses, supported by a surface parking lot.",
592528.6085,4783131.9279,17020,FC-19-093,Formal Consultation,705-713 RYMAL RD E,2019,To demolish the existing single detached dwelling and develop the site of a private road development for 76 stacked townhouses.,
598301.7027,4786203.2055,17021,FC-18-036,Formal Consultation,240-280 MONTMORENCY DR,2018,,
595825.1788,4782397.3103,17022,FC-18-037,Formal Consultation,601-649 PRITCHARD RD,2018,"To construct two office buildings having a gross floor areas of 4,917 SqM each and an associate parking area consisting of 387 parking spaces.",
595850.8821,4790147.8809,17023,FC-18-015,Formal Consultation,102 GERTRUDE ST,2018,To construct a two storey 388.2 SqM industrial building with two on-site parking spaces.,
585944.8284,4789881.9408,17024,FC-18-016,Formal Consultation,119 OSLER DR,2018,To convert the existing Metro food store into a Canadian Tire retail store along with an approximately 676 SqM addition into the existing parking lot for a service centre use.,
584564.7648,4784277.109,17025,FC-18-045,Formal Consultation,515 SOUTHCOTE RD,2018,To develop the property with 55 townhouse units with 28 visitor parking spaces.,
592430.9649,4783123.9246,17026,FC-18-051,Formal Consultation,675 RYMAL RD E AND 1645 UPPER SHERMAN AVE,2018,New building pad (Retail C) is proposed with a total area of 484 SqM frontage. Additional lands will be utilized for parking spaces.,
578425.5239,4782567.7427,17027,FC-18-061,Formal Consultation,1475 SANDHILL DR,2018,"To create a light industrial warehouse having a ground floor area of 6,449.2 SqM and an additional 543 SqM of office space for the industrial/warehousing use",
579149.5761,4782615.1825,17028,FC-19-017,Formal Consultation,1335 OSPREY DR,2019,To construct a two storey building to the rear of the property for office and warehouse properties.,
592464.423,4785655.5846,17029,FC-18-064,Formal Consultation,883-999 UPPER WENTWORTH ST,2018,To partially demolish the existing Sears box on the north side of the mall and decrease the footprint of the remainder for 2-3 new tenanta.  Stand alone building are also proposed for restaurants and retail/entertainment purposes.,
586886.5905,4799085.4389,17030,FC-18-076,Formal Consultation,156 5TH CON RD E,2018,To erect a 60m tall telecommunications tower on the subject property.,
601604.1392,4786151.8944,17031,FC-18-077,Formal Consultation,49 COLLEGIATE AVE,2018,To demolish a portion of the existing school and construct an addition.,
590513.7126,4786540.7015,17032,ZAC-21-025,Zoning Amendment,60 CALEDON AVE,2021,"To change zoning from ""I2"" Zone to the ""D6, XXX"" Zone in to allow an 8-storey multiple dwelling with 147 units, an 8-storey multiple dwelling with 117 units, and 58 back-to-back townhouses. Includes 257 parking spaces and a landscaped amenity area",
589108.3802,4789923.4263,17033,DA-19-138,Site Plan,270 LONGWOOD RD S,2019,To construct a six storey hotel with 144 rooms and 90 parking spaces on site of the provided parking spaces will be shared with the McMaster Innovation Park.,
581465.2846,4783619.224,17034,DA-19-140,Site Plan,305-311 GARNER RD W,2019,To develop the lands for 118 townhouse units (40 maisonette and 78 block townhouse units) with 267 parking spaces,
596831.9921,4775104.4607,17035,ZAC-19-039,Zoning Amendment,3140-3150 BINBROOK RD,2019,To change the zoning from an existing residential (ER) Zone to a Residential Multiple 2 (RM2) Zone with two site specifics in order to permit approximately 36 townhouse dwellings on a condominium road and two single detached dwellings on a municipal road.,
611020.6621,4786599.0114,17036,ZAC-19-036,Zoning Amendment,564 FIFTY RD,2019,"To allow the creation of 5 residential lots, with one lot for the existing residential dwelling",
599665.8406,4785895.4097,17037,ZAR-19-037,Zoning Amendment,2798 KING ST E,2019,To permit the construction of a single detached dwelling and to facilitate a future severance application.,
580056.4657,4783043.1557,17038,ZAC-21-030,Zoning Amendment,1040 GARNER RD W,2021,"To change zoning to include the use of a restaurant. Development includes a business centre consisting of three, two storey commercial buildings with a total of approximately 6,336 square metres of gross floor area and 38 commercial units.",
580070.8699,4782993.0783,17039,25CDM-202113,Condominium,1040 GARNER RD W,2021,Condominium tenure consisting of 38 units within 3 two-story buildings along with 134 parking spaces and landscaped area. Site Plan Control application DA-18-027 approved the development.,
596874.2209,4781479.2229,17040,25CDM-202115,Condominium,1912 RYMAL RD E,2021,To create a condominium for a five [5] storey apartment building consisting of 93 residential units with a total of 115 parking spaces [94 underground and 21 surface],
600035.8274,4785961.2365,17041,FC-21-129,Formal Consultation,106 KING STREET W,2021,DA-18-085 - Rezone to permit mixed use 10 storey building with 90 residential units and commercial building to be 2 storeys,
588201.397,4778731.4161,17042,DA-19-165,Site Plan,3200 and 3210 HOMESTEAD DR,2019,"To redevelop the subject lands with a two storey commercial building, comprised of offices, retail, and restaurant uses. The development is providing 88 surface parking spaces including 4 barrier free parking spaces.",
602702.2686,4786449.9433,17043,SC/B-20:82,Land Division,30 LINCOLN RD,2020,To permit the conveyance of one half of a semi-detached dwelling and to retain one half of a semi-detached dwelling,
592890.5156,4783732.8614,17044,HM/B-20:83,Land Division,61 ELEANOR AVE,2020,To create a new lot and to retain lands for residential purposes. To facilitate the creation of 5 single detached dwellings.,
592840.1347,4783757.3865,17045,HM/B-20:84,Land Division,61 ELEANOR AVE,2020,To create a new lot and to retain lands or residential purposes. To facilitate the creation of 5 single detached dwellings,
592834.0509,4783734.0021,17046,HM/B-20:85,Land Division,61 ELEANOR AVE,2020,To create a new lot and to retain lands for residential purposes. To facilitate the creation of 5 single detached dwellings.,
594742.5047,4783009.278,17047,25CDM-202004,Condominium,36 DITTON DR,2020,"To develop 8 Industrial Units within a 2115 sq. m. building along with 47 parking spaces, and a loading space. Site Plan Amendment application SPA-17-183 approved the development.",
582077.5083,4786400.0192,17048,FC-21-074,Formal Consultation,198 LOVERS LANE,2021,Sever 1567.74m2 building lot on the north side of property,
593606.4115,4781260.0023,17049,FC-21-075,Formal Consultation,7 AMBITIOUS CRT,2021,To construct a 2-storey industrial building with ancillary offices and outside storage areas. The proposal includes 23 parking spaces including one barrier free parking space.,
595648.8068,4789530.8252,17050,SPA-19-158,Site Plan,970 BARTON ST E,2019,To construct a four post gas canopy to establish a Motor Vehicle Gas Bar and convert the existing Motor Vehicle Service Station into a retail store.,
609777.2671,4785737.2745,17051,FC-20-057,Formal Consultation,399 and 401 WINONA RD,2020,"To sever approx. 921 sq.m. of lands from 399 Winona Rd and merge it with 401 Winona Rd for a new motor vehicle service station on the proposed approx. 2,387 sq.m. lot.  The existing dwelling on 399 Winona Rd to be retained on the remaining lot.",
588290.1004,4779908.9014,17052,FC-20-070,Formal Consultation,2876 UPPER JAMES ST,2020,"To subdivide the lands to create a future municipal right of way and develop in accordance with the Airport Prestige Business M11 Zone.  The subject lands are currently zoned Airport Reserve M9, Holding H37 Zone.",
583585.3555,4791198.0927,17053,ZAR-20-036,Zoning Amendment,321 HATT ST,2020,To change the zoning from the Single Detached Residential (R2) Zone to the Low Density Residential (R4) Zone in order to permit the development of a semi-detached dwelling.,
597821.8683,4785569.4554,17054,FC-21-001,Formal Consultation,399 GREENHILL AVE,2021,"To permit a mixed use development comprised of four buildings, including a 20 storey tower, an 18 storey tower and two nine storey mid-rise buildings.",
605236.3208,4786625.0639,17055,SC/B-19:98,Land Division,583 BARTON ST,2019,To permit the conveyance of a vacant parcel of land for industrial purposes and to retain a parcel of land containing an existing industrial building.,
599297.5509,4784254.8518,17056,PLC-21-003,Part Lot Control,185 BEDROCK DR,2021,Townhouse-Common Element Condominium,
590993.3737,4790076.2119,17057,ZAC-20-038,Zoning Amendment,115-117 GEORGE ST and 220-222 MAIN ST W,2020,"Permit a mixed-use bldg. with max bldg. height of 23-storeys and 18-storeys [north portion of property], modify the (D1) Zone to reduced step backs to a tower, ground floor parking facing Queen St, reduced parking, increased setback to George St.  ",
580084.5457,4782813.5919,17058,DA-19-146,Site Plan,1020 OSPREY DR,2019,"to construct a 41,987.6 m² single storey (14 m high) warehouse building with an accessory office component, including 283 parking spaces, 60 loading spaces, and on-site maneuvering areas and perimeter landscaping.",
599978.6722,4782842.1713,17059,DA-19-101,Site Plan,267 UP CENTENNIAL PKY,2019,"To construct a commercial plaza with 9 one-storey commercial bldgs, with a combined GLA of 3,205 sq. m. Includes 198 parking spaces with nine being barrier free. Access to be provided access on both Mud St. W. and Upper Centennial Pkwy. ",
592639.768,4783080.5695,17060,FC-19-112,Formal Consultation,741 RYMAL RD E,2019,"To construct a 5 storey mixed-use building, which would include: Office (ground floor) – 424.59 sq m, 32 dwelling units, 47 parking spaces (41 below grade), Rooftop amenity area – 524.86 sq m",
582604.0977,4784606.2745,17061,DAER-19-163,Site Plan,306 MAPLEDENE DR,2019,"To construct a 2-storey single detached dwelling with attached garages, GFA of 432.31sqm and a height of 9.41m, 2 surface parking spaces are proposed. Existing single detached dwelling is proposed to be demolished.",
589297.0918,4784057.7099,17062,DA-19-162,Site Plan,157 RYMAL RD W,2019,To construct a 314 sq. metre church and daycare accompanied with 8 parking spaces and a 190 sq. metre outdoor play area.,
603954.4997,4785710.4943,17063,FC-19-124,Formal Consultation,446 - 450 HWY 8,2019,"To construct a 5 storey, mixed use building containing 678 sq. metres of commercial GFA on the ground floor and 40 dwelling units above the ground floor. A total of 32 parking spaces are proposed in support of the development.",
581678.1567,4785790.4023,17064,DAER-20-055,Site Plan,148 BLAIR LANE,2020,"To construct a 2-torey single detached dwelling, with a height of 7.99 metres and a building footprint of 318.0 sp.m. in an Existing Residential “ER” Zone. The existing single detached dwelling, pool and concrete deck are proposed to be demolished.",
585537.1877,4786433.3329,17065,UHOPA-17-032,Official Plan Amendment,35 LONDONDERRY DR,2017,To re-designate from the Low Density Residential 2d to the Medium Density Residential 2 within the Meadowlands Neighbourhood V Secondary Plan in order to permit a proposed development of 24 townhouse units on the subject lands.,
585551.542,4786436.9596,17066,ZAC-17-072,Zoning Amendment,35 LONDONDERRY DR,2017,"To rezone from the Residential Multiple “RM4-513” Zone and the Residential Multiple “RM4-535” Zone to the Residential Multiple “RM5-XXX” Zone, Modified, under Zoning By-law No. 87-57 (Ancaster), to permit a proposed development of 24 townhouse units.",
600089.5687,4786296.6211,17067,FC-20-062,Formal Consultation,5 and 7 PLEASANT AVE,2020,To create a new residential lot by severing the rear portions of 5 and 7 Pleasant Avenue to create an additional lot along Grande Avenue.  A Minor Variance application will be required in addition to a Consent or Part Lot Control application.  ,
582965.5945,4786582.8565,17068,DA-20-079,Site Plan,30 QUEEN ST,2020,To construct 8 two-storey townhouse dwellings.,
598581.6422,4788402.4464,17069,PLC-21-002,Part Lot Control,270 MELVIN AVE,2021,To remove Part Lot Control from Block A on Registered Plan of Subdivision No. 865 for the purposes of creating 42 indivdiual lots for townhouse dwellings and a road.,
604878.4585,4785421.0214,17070,FC-19-135,Formal Consultation,582 AND 584 HWY 8,2019,To construct a 4-storey apartment building having approximately 40 units with associated underground and surface parking.,
604873.4037,4785403.3364,17071,ZAC-21-011,Zoning Amendment,582 AND 584 HWY 8,2021,"To change the zoning from R2 Zone and ND Zone to the Multiple Residential RM3-XX Zone, Modified, in order to permit a 3-storey apartment building, containing 44 dwelling units and 65 parking spaces (both surface and underground).",
580302.3507,4783215.5907,17072,ZAH-21-012,Zoning Amendment,527 SHAVER RD,2021,To remove the holding provisions to permit the construction of 24 three (3) storey townhomes within four (4) development blocks each consisting of six (6) units,
583134.4424,4784445.846,17073,DAER-19-141,Site Plan,380 WOODWORTH DR,2019,To construct a ground floor addition and partial second storey addition to the existing one storey single detached dwelling with an Existing Residential Zone.,
582104.8163,4785885.8981,17074,DAER-19-143,Site Plan,32 THORNWOOD DR,2019,To construct a new 2 storey single family dwelling. The existing dwelling is to be demolished.,
581764.9174,4786100.9176,17075,DAER-19-144,Site Plan,106 TERRENCE PARK DR,2019,"To constuct a two storey single detached dwelling with attached garages, having a building footprints of 312.85 SqM. The existing single detached dwelling is proposed to be demolished.",
589640.3127,4798335.064,17076,DA-18-045,Site Plan,295 DUNDAS ST E,2018,"To develop a 2 storey mixed use building on a vacant, recently severed ot with a 216.6 SqM retail store on the ground floor and two 2 bedroom dwelling units on the second floor.",
583802.0844,4801381.9065,17077,MDAR-18-062,Site Plan,103 7TH CON RD E,2018,To construct a two storey single detached dwelling on the subject property.,
592007.1971,4790328.8578,17078,ZAD-20-035,Zoning Amendment,22 CANNON ST E,2020,To remove the holding provisions to allow complete renovations to the existing office building including the construction of a new front façade with an accessibly ramp and the addition of a ground floor patio area,
588116.7989,4796333.8039,17079,SPA-20-029,Site Plan,46 DUNDAS ST E,2020,To construct a three torey 12.05 metre building addition to the existing office. The proposal includes a basement and is not proposing to amend the current parking spaces or landscaping on-site.,
589782.3577,4798564.3152,17080,MDA-20-028,Site Plan,21 MILL ST N,2020,To construct an internal second storey to the existing heritage building and formalize the proposed parking area and landscaping identified through the rezoning application,
607392.087,4786629.4946,17081,SPA-19-081,Site Plan,880 SOUTH SERVICE RD,2019,To construct a 349 m2 storage addition to the existing 67 m2 storage structure. Four shipping containers to be part of the storage addition. Storage behind original structure only be used as untempered storage with the shipping containers acting as walls.,
589324.9945,4790003.8731,17082,MDA-19-088,Site Plan,167 LONGWOOD RD S,2019,To establish a parking lot containing 286 parking spaces.,
598549.4824,4781091.9593,17083,FC-19-110,Formal Consultation,"2153, 2155, 2157 RYMAL RD",2019,"To construct 3 mid-rise mixed-use buildings, ranging from 6 to 11 storeys in height, fronting onto Rymal Road East and Whitedeer Road. Total GFA is 29,118 sq. Includes 382 residential units and 2 levels of underground parking with 453 parking spaces.",
589766.0124,4783058.937,17084,FC-20-079,Formal Consultation,1821 - 1861 UPPER JAMES ST,2020,"To develop three 8 storey towers with 415 multiple dwell. units, 4000 m2 ground floor retail, plus 78 townhouses. Parking - approx. 520 underground for multiple dwell. units, 80 at grade for commercial, 30 visitor spaces for towns, plus 3 entry pts. ",
594406.7498,4787320.6632,17085,FC-20-072,Formal Consultation,925 QUEENSDALE AVE E,2020,"To construct a 4 storey, mixed use multiple dwelling having 13 m in height, consisting of 18 residential units (rental and condominium) with 4 commercial units on the 1st floor. 24 parking spaces (10 below grade and 14 at grade parking spaces.",
586659.1641,4784706.7553,17086,DA-20-019,Site Plan,1049 - 1109 GARNER RD E,2020,To develop Blocks 207 to 210 on Registered Subdivision 62M-1237 for the construction of 31 townhouse dwellings on a condominium road. The development is providing 18 visitor parking spaces along the condominium road.,
601999.7751,4787413.7743,17087,DA-20-026,Site Plan,2782 BARTON ST E,2020,To construct a 15-storey mixed use building with 2 levels of underground parking plus surface parking with 765 sq. m of retail space at grade and 244 residential units above. See previous files UHOPA-19-001 and ZAC19-001     ,
607042.1965,4786067.7358,17088,FC-20-022,Formal Consultation,"869, 859 BARTON ST and 842 ARVIN AVE",2020,The proposed use is a transportation and logistics facility including indoor warehouse and office space in addition to exterior loading and vehicle storage areas,
593237.432,4789548.3487,17089,FC-20-023,Formal Consultation,16 STEVEN ST and 436 KING WILLIAM ST,2020,To convert the existing building at 16 Steven St to a 12 unit multiple dwelling and an as yet undetermined use of the building at 436 King William St,
599467.7539,4791294.7007,17090,FC-20-026,Formal Consultation,163 BEACH BLVD,2020,To demolish the 925 square metre existing dwelling and build a 371 square metre house on the property,
594006.2827,4780040.6957,17091,FC-20-030,Formal Consultation,5420 DICKENSON RD,2020,"To construct a new monopole style telecommunications tower, 40m in height.",
593649.3481,4783122.4128,17092,FC-20-032,Formal Consultation,11 RUTLEDGE CRT,2020,To create a second dwelling unit in the lower level of the existing dwelling,
591952.1352,4785436.6478,17093,FC-20-033,Formal Consultation,389 LIMERIDGE RD E,2020,To sever surplus lands from the cemetery. The severed lands will be developed with 15 single detached lots or 20 semi-detached lots with frontage onto Kingfisher Dr and Limeridge Rd E,
596666.579,4787173.8164,17094,FC-20-043,Formal Consultation,1842 KING ST E,2020,"To develop the subject property with a residential develoment comprised of 396 residential units. including an 8 sty, 162 unit apartment bldg, a 6 sty, 156 unit apartment bldg and 78 townhouse dwellings",
603181.5327,4786067.7012,17095,UHOPA-20-005,Official Plan Amendment,325 HWY 8,2020,To change designation from “Medium Density Residential 3” to a “High Density” and replace the existing Site Specific Policy Area A to permit an 11-storey 148 unit multiple dwelling with a max net res. density of 551 units per ha.,
592271.0473,4790405.3994,17096,UHOPA-20-015,Official Plan Amendment,179-189 CATHARINE ST N,2020,To change the designation of the subject property in order to permit 44 back-to-back townhouse units and 4 units within an existing semi-detached dwelling,
592269.762,4790399.485,17097,ZAC-20-027,Zoning Amendment,179-189 CATHARINE ST N,2020,To rezone the subject lands in order to permit 44 back-to-back townhouse units and 4 units within an existing semi-detached dwelling,
603276.3555,4788402.563,17098,UHOPA-20-002,Official Plan Amendment,65 FRANCES AVE,2020,To amend the Official Plan to change the designation to Open Space,
600142.7846,4783740.3752,17099,PLC-19-030,Part Lot Control,2-14 UTTER PL,2019,To remove Part Lot Control for the creation of 7 new lots ,
590942.0256,4799537.5408,17100,PLC-19-029,Part Lot Control,15-33 RIVERWALK DR,2019,"To remove Part Lot Control on Blocks 205 and 206, Registered Plan 62M-1238",
592061.1362,4791649.638,17101,ZAR-19-038,Zoning Amendment,75 BURLINGTON ST W,2019,To redevelop the sudject lands for two sets of 3 storey semi-detached dwellings,
587838.5647,4796606.6304,17102,ZAC-19-044,Zoning Amendment,30 DUNDAS ST E,2019,"Change zoning from C6, 326, H92 Zone, H, Mod. to a modified D5, XX Zone to allow a range of res. uses [e.g. stacked, maisonette, block and street towns, retirement homes, and residential care facilities) with max. heights ranging from 15m to 71m",
596157.5715,4777678.9585,17103,ZAA-18-006,Zoning Amendment,3600 GUYATT RD,2018,"To fulfill a condition of a consent application to sever a parcel of land containing an existing dwelling for residential purposes, by prohibiting the development of a dwelling on the lands to be retained as a result of the severance.",
590398.2451,4784305.0814,17104,ZAC-18-025,Zoning Amendment,221 GENOA DR AND 1477 UPPER JAMES ST,2018,To amend the zoning to allow the development of 100 two storey townhouse units and 44 two-storey semi-detached units.,
603191.8242,4774427.3596,17105,ZAA-18-053,Zoning Amendment,2282 WESTBROOK RD,2018,To rezone the subject lands in order to prohibit the development of a single detached dwelling in perpetuity,
594101.3834,4789627.2147,17106,ZAH-18-054,Zoning Amendment,53 GIBSON AVE,2018,To remove the holding provision in order to proceed with the proposed development of a block of six street townhouses,
597274.6508,4778660.3668,17107,ZAC-19-028,Zoning Amendment,3355 GOLF CLUB RD,2019,"To develop an Agri-tourism facility and will act as a bed and breakfast, secondary to the existing farming operation, that will accommodate 25 guests and include educational opportunities.",
597243.5447,4778545.5002,17108,UHOPA-19-007,Official Plan Amendment,3355 GOLF CLUB RD,2019,"To amend the Official Plan to allow an Agri-tourism facility and will act as a bed and breakfast, secondary to the existing farming operation, that will accommodate 25 guests and include educational opportunities.",
587192.294,4778774.5946,17109,ZAC-21-018,Zoning Amendment,"9555 AIRPORT RD
",2021,"To amend the Airport Related Business (M8, H37) Zone to permit Warehouse Uses on the subject lands.",
589176.4902,4784340.5947,17110,CI-21-B,City Initiative,1086 WEST 5TH ST AND 310 RYMAL RD W,2021,"City initiated UHOP and Zoning Amendment for a portions of 1086 West Fifth St. To create 4 lots for single detached dwellings and a public road. Together with a Redline Revised 25T-200721 (Eden Park), to complete the road network. ",
582697.2809,4785798.3148,17111,DAER-21-036,Site Plan,17 CAMERON DR,2021,To demolish the existing single detached dwelling and construct a new 2-storey single detached dwelling,
608908.8212,4786074.9683,17112,DA-21-038,Site Plan,160 CONSTELLATION DRIVE,2021,"To develop a 1,170.4 m2 building (226.2 m2 office, 944.2 m2 shop) that will be used as a transport driver training facility.  Building height will be 7.3 m. The office portion will have 2 storeys. 10 parking spaces have been provided.",
